estimating workload which takes just one milisecond
end estimation
0	8	1
0	9	2
0	11	3
0	12	4
0	14	5
0	16	6
0	18	7
0	19	8
0	20	9
0	22	10
0	23	11
0	25	12
0	26	13
0	28	14
0	30	15
0	31	16
0	33	17
0	34	18
0	36	19
0	37	20
0	39	21
0	40	22
0	42	23
0	43	24
0	45	25
0	47	26
0	48	27
0	50	28
0	51	29
0	53	30
0	55	31
0	57	32
0	58	33
0	60	34
0	61	35
0	63	36
0	65	37
0	66	38
0	68	39
0	70	40
0	71	41
0	73	42
0	74	43
0	76	44
0	77	45
0	79	46
0	80	47
0	82	48
0	83	49
0	85	50
0	86	51
0	88	52
0	89	53
0	91	54
0	93	55
0	94	56
0	96	57
0	98	58
0	99	59
0	101	60
0	103	61
0	104	62
0	106	63
0	107	64
0	109	65
0	110	66
0	112	67
0	113	68
0	115	69
0	116	70
0	118	71
0	119	72
0	121	73
0	123	74
0	124	75
0	126	76
0	127	77
0	129	78
0	130	79
0	132	80
0	133	81
0	135	82
0	136	83
0	138	84
0	140	85
0	141	86
0	143	87
0	144	88
0	146	89
0	148	90
0	149	91
0	151	92
0	152	93
0	154	94
0	156	95
0	157	96
0	159	97
0	160	98
0	162	99
0	164	100
1	12	1
1	14	2
1	15	3
1	17	4
1	19	5
1	21	6
1	22	7
1	24	8
1	25	9
1	27	10
1	29	11
1	30	12
1	32	13
1	33	14
1	35	15
1	36	16
1	38	17
1	39	18
1	41	19
1	43	20
1	44	21
1	46	22
1	48	23
1	50	24
1	51	25
1	53	26
1	54	27
1	56	28
1	58	29
1	59	30
1	61	31
1	62	32
1	64	33
1	65	34
1	67	35
1	69	36
1	70	37
1	72	38
1	73	39
1	75	40
1	77	41
1	78	42
1	80	43
1	81	44
1	83	45
1	84	46
1	86	47
1	87	48
1	89	49
1	90	50
1	92	51
1	93	52
1	95	53
1	97	54
1	98	55
1	100	56
1	102	57
1	103	58
1	105	59
1	106	60
1	108	61
1	110	62
1	111	63
1	113	64
1	114	65
1	116	66
1	117	67
1	119	68
1	120	69
1	122	70
1	123	71
1	125	72
1	127	73
1	128	74
1	130	75
1	131	76
1	133	77
1	135	78
1	136	79
1	138	80
1	139	81
1	141	82
1	142	83
1	144	84
1	146	85
1	147	86
1	149	87
1	150	88
1	152	89
1	153	90
1	155	91
1	156	92
1	158	93
1	160	94
1	161	95
1	163	96
1	164	97
1	166	98
1	167	99
1	169	100
