estimating workload which takes just one milisecond
end estimation
0	8	1
0	10	2
0	11	3
0	13	4
0	14	5
0	15	6
0	17	7
0	18	8
0	19	9
0	21	10
0	23	11
0	24	12
0	26	13
0	28	14
0	29	15
0	31	16
0	33	17
0	34	18
0	36	19
0	38	20
0	39	21
0	41	22
0	43	23
0	45	24
0	46	25
0	47	26
0	49	27
0	50	28
0	52	29
0	53	30
0	55	31
0	56	32
0	57	33
0	59	34
0	60	35
0	62	36
0	63	37
0	65	38
0	66	39
0	68	40
0	69	41
0	70	42
0	72	43
0	73	44
0	75	45
0	76	46
0	78	47
0	79	48
0	81	49
0	82	50
0	84	51
0	85	52
0	87	53
0	88	54
0	90	55
0	91	56
0	93	57
0	94	58
0	96	59
0	97	60
0	99	61
0	100	62
0	102	63
0	103	64
0	105	65
0	107	66
0	108	67
0	110	68
0	111	69
0	113	70
0	114	71
0	115	72
0	117	73
0	118	74
0	120	75
0	122	76
0	123	77
0	125	78
0	126	79
0	128	80
0	129	81
0	131	82
0	132	83
0	134	84
0	135	85
0	137	86
0	138	87
0	140	88
0	141	89
0	143	90
0	144	91
0	146	92
0	147	93
0	149	94
0	150	95
0	152	96
0	153	97
0	155	98
0	156	99
0	158	100
3	22	1
3	23	2
3	25	3
3	26	4
3	28	5
3	29	6
3	31	7
3	32	8
3	34	9
3	35	10
3	36	11
3	38	12
3	39	13
3	40	14
3	42	15
3	43	16
3	45	17
3	46	18
3	48	19
3	49	20
3	51	21
3	52	22
3	53	23
3	55	24
3	56	25
3	58	26
3	59	27
3	61	28
3	62	29
3	64	30
3	65	31
3	67	32
3	68	33
3	70	34
3	71	35
3	73	36
3	74	37
3	76	38
3	77	39
3	79	40
3	80	41
3	82	42
3	83	43
3	85	44
3	87	45
3	88	46
3	90	47
3	91	48
3	93	49
3	95	50
3	96	51
3	98	52
3	99	53
3	101	54
3	102	55
3	104	56
3	105	57
3	107	58
3	108	59
3	110	60
3	112	61
3	113	62
3	115	63
3	116	64
3	118	65
3	119	66
3	121	67
3	122	68
3	124	69
3	125	70
3	127	71
3	128	72
3	130	73
3	131	74
3	133	75
3	134	76
3	136	77
3	137	78
3	139	79
3	141	80
3	142	81
3	143	82
3	145	83
3	147	84
3	148	85
3	150	86
3	151	87
3	153	88
3	155	89
3	156	90
3	157	91
3	159	92
3	160	93
3	162	94
3	164	95
3	165	96
3	167	97
3	168	98
3	170	99
3	171	100
1	13	1
1	14	2
1	16	3
1	17	4
1	19	5
1	20	6
1	21	7
1	23	8
1	24	9
1	26	10
1	28	11
1	29	12
1	31	13
1	33	14
1	35	15
1	36	16
1	38	17
1	40	18
1	41	19
1	43	20
1	44	21
1	46	22
1	47	23
1	49	24
1	51	25
1	52	26
1	54	27
1	55	28
1	57	29
1	58	30
1	60	31
1	61	32
1	62	33
1	64	34
1	65	35
1	67	36
1	68	37
1	70	38
1	71	39
1	72	40
1	74	41
1	76	42
1	78	43
1	79	44
1	81	45
1	83	46
1	85	47
1	86	48
1	88	49
1	90	50
1	92	51
1	93	52
1	95	53
1	97	54
1	99	55
1	100	56
1	102	57
1	104	58
1	106	59
1	107	60
1	109	61
1	111	62
1	113	63
1	114	64
1	116	65
1	117	66
1	119	67
1	121	68
1	122	69
1	123	70
1	125	71
1	127	72
1	128	73
1	130	74
1	131	75
1	133	76
1	134	77
1	136	78
1	137	79
1	139	80
1	140	81
1	142	82
1	144	83
1	145	84
1	147	85
1	149	86
1	150	87
1	152	88
1	154	89
1	156	90
1	157	91
1	159	92
1	161	93
1	163	94
1	164	95
1	166	96
1	168	97
1	169	98
1	171	99
1	172	100
2	17	1
2	19	2
2	20	3
2	21	4
2	23	5
2	24	6
2	26	7
2	28	8
2	29	9
2	30	10
2	32	11
2	33	12
2	35	13
2	36	14
2	38	15
2	39	16
2	41	17
2	42	18
2	44	19
2	45	20
2	47	21
2	48	22
2	50	23
2	51	24
2	53	25
2	55	26
2	56	27
2	57	28
2	59	29
2	60	30
2	62	31
2	63	32
2	65	33
2	66	34
2	68	35
2	69	36
2	71	37
2	72	38
2	73	39
2	75	40
2	77	41
2	79	42
2	80	43
2	82	44
2	84	45
2	86	46
2	87	47
2	89	48
2	91	49
2	93	50
2	94	51
2	96	52
2	98	53
2	100	54
2	101	55
2	103	56
2	105	57
2	107	58
2	108	59
2	110	60
2	112	61
2	114	62
2	115	63
2	117	64
2	118	65
2	120	66
2	121	67
2	123	68
2	124	69
2	126	70
2	127	71
2	129	72
2	131	73
2	132	74
2	134	75
2	135	76
2	136	77
2	138	78
2	140	79
2	141	80
2	143	81
2	144	82
2	146	83
2	148	84
2	150	85
2	151	86
2	153	87
2	155	88
2	157	89
2	158	90
2	160	91
2	162	92
2	163	93
2	165	94
2	167	95
2	169	96
2	170	97
2	172	98
2	173	99
2	175	100
